partner,cover,room_count,pricing_zone,cover_monthly_price,cover_monthly_price_no_tax,cover_monthly_price_tax
demo,CATNAT,2,ZDDEF4C3-ZINCFACB-ZVOLFACA,12.36336,11.34253,1.02083
demo,CATNAT,2,ZDDEF4C3-ZINCFACA-ZVOLFDCD,16.33821,14.98918,1.34903
demo,CATNAT,2,ZDDEF4C3-ZINCFACA-ZVOLFCCC,15.08764,13.84187,1.24577
demo,CATNAT,2,ZDDEF4C3-ZINCFACA-ZVOLFBCB,13.31227,12.21309,1.09918
demo,CATNAT,2,ZDDEF4C3-ZINCFACA-ZVOLFACA,12.09980,11.10073,0.99907
demo,CATNAT,2,ZDDEF4C2-ZINCFBCC-ZVOLFDCD,15.75287,14.45217,1.30070
demo,CATNAT,2,ZDDEF4C2-ZINCFBCC-ZVOLFCCC,14.50230,13.30486,1.19744
demo,CATNAT,2,ZDDEF4C2-ZINCFBCC-ZVOLFBCB,12.72692,11.67608,1.05085
demo,CATNAT,2,ZDDEF4C2-ZINCFBCC-ZVOLFACA,11.51445,10.56372,0.95073
demo,CATNAT,2,ZDDEF4C2-ZINCFBCB-ZVOLFDCD,15.68869,14.39329,1.29540
demo,CATNAT,2,ZDDEF4C2-ZINCFBCB-ZVOLFCCC,14.43812,13.24598,1.19214
demo,CATNAT,2,ZDDEF4C2-ZINCFBCB-ZVOLFBCB,12.66275,11.61720,1.04555
demo,CATNAT,2,ZDDEF4C2-ZINCFBCB-ZVOLFACA,11.45028,10.50484,0.94544
demo,CATNAT,2,ZDDEF4C2-ZINCFBCA-ZVOLFDCD,15.45596,14.17978,1.27618
demo,CATNAT,2,ZDDEF4C2-ZINCFBCA-ZVOLFCCC,14.20538,13.03246,1.17292
demo,CATNAT,2,ZDDEF4C2-ZINCFBCA-ZVOLFBCB,12.43001,11.40368,1.02633
demo,CATNAT,2,ZDDEF4C2-ZINCFBCA-ZVOLFACA,11.21754,10.29132,0.92622
demo,CATNAT,2,ZDDEF4C2-ZINCFACC-ZVOLFDCD,16.11192,14.78158,1.33034
demo,CATNAT,2,ZDDEF4C2-ZINCFACC-ZVOLFCCC,14.86135,13.63426,1.22708
demo,CATNAT,2,ZDDEF4C2-ZINCFACC-ZVOLFBCB,13.08598,12.00548,1.08049
demo,CATNAT,2,ZDDEF4C2-ZINCFACC-ZVOLFACA,11.87350,10.89312,0.98038
demo,CATNAT,2,ZDDEF4C2-ZINCFACB-ZVOLFDCD,16.03924,14.71490,1.32434
demo,CATNAT,2,ZDDEF4C2-ZINCFACB-ZVOLFCCC,14.78867,13.56758,1.22108
demo,CATNAT,2,ZDDEF4C2-ZINCFACB-ZVOLFBCB,13.01330,11.93880,1.07449
demo,CATNAT,2,ZDDEF4C2-ZINCFACB-ZVOLFACA,11.80083,10.82645,0.97438
demo,CATNAT,2,ZDDEF4C2-ZINCFACA-ZVOLFDCD,15.77568,14.47310,1.30258
demo,CATNAT,2,ZDDEF4C2-ZINCFACA-ZVOLFCCC,14.52510,13.32578,1.19932
demo,CATNAT,2,ZDDEF4C2-ZINCFACA-ZVOLFBCB,12.74973,11.69700,1.05273
demo,CATNAT,2,ZDDEF4C2-ZINCFACA-ZVOLFACA,11.53726,10.58464,0.95262
demo,CATNAT,2,ZDDEF4C1-ZINCFBCC-ZVOLFDCD,15.03081,13.78973,1.24108
demo,CATNAT,2,ZDDEF4C1-ZINCFBCC-ZVOLFCCC,13.78023,12.64242,1.13782
demo,CATNAT,2,ZDDEF4C1-ZINCFBCC-ZVOLFBCB,12.00486,11.01364,0.99123
demo,CATNAT,2,ZDDEF4C1-ZINCFBCC-ZVOLFACA,10.79239,9.90128,0.89112
demo,CATNAT,2,ZDDEF4C1-ZINCFBCB-ZVOLFDCD,14.96663,13.73085,1.23578
demo,CATNAT,2,ZDDEF4C1-ZINCFBCB-ZVOLFCCC,13.71606,12.58354,1.13252
demo,CATNAT,2,ZDDEF4C1-ZINCFBCB-ZVOLFBCB,11.94069,10.95476,0.98593
demo,CATNAT,2,ZDDEF4C1-ZINCFBCB-ZVOLFACA,10.72821,9.84240,0.88582
demo,CATNAT,2,ZDDEF4C1-ZINCFBCA-ZVOLFDCD,14.73390,13.51734,1.21656
demo,CATNAT,2,ZDDEF4C1-ZINCFBCA-ZVOLFCCC,13.48332,12.37002,1.11330
demo,CATNAT,2,ZDDEF4C1-ZINCFBCA-ZVOLFBCB,11.70795,10.74124,0.96671
demo,CATNAT,2,ZDDEF4C1-ZINCFBCA-ZVOLFACA,10.49548,9.62888,0.86660
demo,CATNAT,2,ZDDEF4C1-ZINCFACC-ZVOLFDCD,15.38986,14.11914,1.27072
demo,CATNAT,2,ZDDEF4C1-ZINCFACC-ZVOLFCCC,14.13929,12.97182,1.16746
demo,CATNAT,2,ZDDEF4C1-ZINCFACC-ZVOLFBCB,12.36392,11.34304,1.02087
demo,CATNAT,2,ZDDEF4C1-ZINCFACC-ZVOLFACA,11.15144,10.23068,0.92076
demo,CATNAT,2,ZDDEF4C1-ZINCFACB-ZVOLFDCD,15.31718,14.05246,1.26472
demo,CATNAT,2,ZDDEF4C1-ZINCFACB-ZVOLFCCC,14.06661,12.90514,1.16146
demo,CATNAT,2,ZDDEF4C1-ZINCFACB-ZVOLFBCB,12.29124,11.27636,1.01487
demo,CATNAT,2,ZDDEF4C1-ZINCFACB-ZVOLFACA,11.07876,10.16400,0.91476
demo,CATNAT,2,ZDDEF4C1-ZINCFACA-ZVOLFDCD,15.05362,13.81066,1.24296
demo,CATNAT,2,ZDDEF4C1-ZINCFACA-ZVOLFCCC,13.80304,12.66334,1.13970
demo,CATNAT,2,ZDDEF4C1-ZINCFACA-ZVOLFBCB,12.02767,11.03456,0.99311
demo,CATNAT,2,ZDDEF4C1-ZINCFACA-ZVOLFACA,10.81520,9.92220,0.89300
demo,CATNAT,2,ZDDEF3C3-ZINCFBCC-ZVOLFDCD,15.53036,14.24804,1.28232
demo,CATNAT,2,ZDDEF3C3-ZINCFBCC-ZVOLFCCC,14.27979,13.10072,1.17907
demo,CATNAT,2,ZDDEF3C3-ZINCFBCC-ZVOLFBCB,12.50442,11.47194,1.03247
demo,CATNAT,2,ZDDEF3C3-ZINCFBCC-ZVOLFACA,11.29195,10.35958,0.93236
demo,CATNAT,2,ZDDEF3C3-ZINCFBCB-ZVOLFDCD,15.46618,14.18916,1.27702
demo,CATNAT,2,ZDDEF3C3-ZINCFBCB-ZVOLFCCC,14.21561,13.04184,1.17377
demo,CATNAT,2,ZDDEF3C3-ZINCFBCB-ZVOLFBCB,12.44024,11.41306,1.02718
demo,CATNAT,2,ZDDEF3C3-ZINCFBCB-ZVOLFACA,11.22777,10.30071,0.92706
demo,CATNAT,2,ZDDEF3C3-ZINCFBCA-ZVOLFDCD,15.23345,13.97564,1.25781
demo,CATNAT,2,ZDDEF3C3-ZINCFBCA-ZVOLFCCC,13.98288,12.82833,1.15455
demo,CATNAT,2,ZDDEF3C3-ZINCFBCA-ZVOLFBCB,12.20751,11.19955,1.00796
demo,CATNAT,2,ZDDEF3C3-ZINCFBCA-ZVOLFACA,10.99503,10.08719,0.90785
demo,CATNAT,2,ZDDEF3C3-ZINCFACC-ZVOLFDCD,15.88941,14.57744,1.31197
demo,CATNAT,2,ZDDEF3C3-ZINCFACC-ZVOLFCCC,14.63884,13.43013,1.20871
demo,CATNAT,2,ZDDEF3C3-ZINCFACC-ZVOLFBCB,12.86347,11.80135,1.06212
demo,CATNAT,2,ZDDEF3C3-ZINCFACC-ZVOLFACA,11.65100,10.68899,0.96201
demo,CATNAT,2,ZDDEF3C3-ZINCFACB-ZVOLFDCD,15.81673,14.51076,1.30597
demo,CATNAT,2,ZDDEF3C3-ZINCFACB-ZVOLFCCC,14.56616,13.36345,1.20271
demo,CATNAT,2,ZDDEF3C3-ZINCFACB-ZVOLFBCB,12.79079,11.73467,1.05612
demo,CATNAT,2,ZDDEF3C3-ZINCFACB-ZVOLFACA,11.57832,10.62231,0.95601
demo,CATNAT,2,ZDDEF3C3-ZINCFACA-ZVOLFDCD,15.55317,14.26896,1.28421
demo,CATNAT,2,ZDDEF3C3-ZINCFACA-ZVOLFCCC,14.30260,13.12165,1.18095
demo,CATNAT,2,ZDDEF3C3-ZINCFACA-ZVOLFBCB,12.52723,11.49287,1.03436
demo,CATNAT,2,ZDDEF3C3-ZINCFACA-ZVOLFACA,11.31476,10.38051,0.93425
demo,CATNAT,2,ZDDEF3C2-ZINCFBCC-ZVOLFDCD,15.02736,13.78657,1.24079
demo,CATNAT,2,ZDDEF3C2-ZINCFBCC-ZVOLFCCC,13.77679,12.63925,1.13753
demo,CATNAT,2,ZDDEF3C2-ZINCFBCC-ZVOLFBCB,12.00142,11.01047,0.99094
demo,CATNAT,2,ZDDEF3C2-ZINCFBCC-ZVOLFACA,10.78894,9.89811,0.89083
demo,CATNAT,2,ZDDEF3C2-ZINCFBCB-ZVOLFDCD,14.96318,13.72769,1.23549
demo,CATNAT,2,ZDDEF3C2-ZINCFBCB-ZVOLFCCC,13.71261,12.58037,1.13223
demo,CATNAT,2,ZDDEF3C2-ZINCFBCB-ZVOLFBCB,11.93724,10.95159,0.98564
demo,CATNAT,2,ZDDEF3C2-ZINCFBCB-ZVOLFACA,10.72477,9.83923,0.88553
demo,CATNAT,2,ZDDEF3C2-ZINCFBCA-ZVOLFDCD,14.73045,13.51417,1.21628
demo,CATNAT,2,ZDDEF3C2-ZINCFBCA-ZVOLFCCC,13.47987,12.36686,1.11302
demo,CATNAT,2,ZDDEF3C2-ZINCFBCA-ZVOLFBCB,11.70450,10.73808,0.96643
demo,CATNAT,2,ZDDEF3C2-ZINCFBCA-ZVOLFACA,10.49203,9.62572,0.86631
demo,CATNAT,2,ZDDEF3C2-ZINCFACC-ZVOLFDCD,15.38641,14.11597,1.27044
demo,CATNAT,2,ZDDEF3C2-ZINCFACC-ZVOLFCCC,14.13584,12.96866,1.16718
demo,CATNAT,2,ZDDEF3C2-ZINCFACC-ZVOLFBCB,12.36047,11.33988,1.02059
demo,CATNAT,2,ZDDEF3C2-ZINCFACC-ZVOLFACA,11.14800,10.22752,0.92048
demo,CATNAT,2,ZDDEF3C2-ZINCFACB-ZVOLFDCD,15.31373,14.04929,1.26444
demo,CATNAT,2,ZDDEF3C2-ZINCFACB-ZVOLFCCC,14.06316,12.90198,1.16118
demo,CATNAT,2,ZDDEF3C2-ZINCFACB-ZVOLFBCB,12.28779,11.27320,1.01459
demo,CATNAT,2,ZDDEF3C2-ZINCFACB-ZVOLFACA,11.07532,10.16084,0.91448
demo,CATNAT,2,ZDDEF3C2-ZINCFACA-ZVOLFDCD,15.05017,13.80749,1.24267
demo,CATNAT,2,ZDDEF3C2-ZINCFACA-ZVOLFCCC,13.79959,12.66018,1.13942
demo,CATNAT,2,ZDDEF3C2-ZINCFACA-ZVOLFBCB,12.02422,11.03140,0.99283
demo,CATNAT,2,ZDDEF3C2-ZINCFACA-ZVOLFACA,10.81175,9.91904,0.89271
demo,CATNAT,2,ZDDEF3C1-ZINCFBCC-ZVOLFDCD,14.38171,13.19423,1.18748
demo,CATNAT,2,ZDDEF3C1-ZINCFBCC-ZVOLFCCC,13.13114,12.04692,1.08422
demo,CATNAT,2,ZDDEF3C1-ZINCFBCC-ZVOLFBCB,11.35577,10.41814,0.93763
demo,CATNAT,2,ZDDEF3C1-ZINCFBCC-ZVOLFACA,10.14330,9.30578,0.83752
demo,CATNAT,2,ZDDEF3C1-ZINCFBCB-ZVOLFDCD,14.31753,13.13535,1.18218
demo,CATNAT,2,ZDDEF3C1-ZINCFBCB-ZVOLFCCC,13.06696,11.98804,1.07892
demo,CATNAT,2,ZDDEF3C1-ZINCFBCB-ZVOLFBCB,11.29159,10.35926,0.93233
demo,CATNAT,2,ZDDEF3C1-ZINCFBCB-ZVOLFACA,10.07912,9.24690,0.83222
demo,CATNAT,2,ZDDEF3C1-ZINCFBCA-ZVOLFDCD,14.08480,12.92183,1.16297
demo,CATNAT,2,ZDDEF3C1-ZINCFBCA-ZVOLFCCC,12.83423,11.77452,1.05971
demo,CATNAT,2,ZDDEF3C1-ZINCFBCA-ZVOLFBCB,11.05886,10.14574,0.91312
demo,CATNAT,2,ZDDEF3C1-ZINCFBCA-ZVOLFACA,9.84639,9.03338,0.81300
demo,CATNAT,2,ZDDEF3C1-ZINCFACC-ZVOLFDCD,14.74076,13.52364,1.21713
demo,CATNAT,2,ZDDEF3C1-ZINCFACC-ZVOLFCCC,13.49019,12.37632,1.11387
demo,CATNAT,2,ZDDEF3C1-ZINCFACC-ZVOLFBCB,11.71482,10.74754,0.96728
demo,CATNAT,2,ZDDEF3C1-ZINCFACC-ZVOLFACA,10.50235,9.63518,0.86717
demo,CATNAT,2,ZDDEF3C1-ZINCFACB-ZVOLFDCD,14.66808,13.45696,1.21113
demo,CATNAT,2,ZDDEF3C1-ZINCFACB-ZVOLFCCC,13.41751,12.30964,1.10787
demo,CATNAT,2,ZDDEF3C1-ZINCFACB-ZVOLFBCB,11.64214,10.68086,0.96128
demo,CATNAT,2,ZDDEF3C1-ZINCFACB-ZVOLFACA,10.42967,9.56850,0.86117
demo,CATNAT,2,ZDDEF3C1-ZINCFACA-ZVOLFDCD,14.40452,13.21516,1.18936
demo,CATNAT,2,ZDDEF3C1-ZINCFACA-ZVOLFCCC,13.15395,12.06784,1.08611
demo,CATNAT,2,ZDDEF3C1-ZINCFACA-ZVOLFBCB,11.37858,10.43906,0.93952
demo,CATNAT,2,ZDDEF3C1-ZINCFACA-ZVOLFACA,10.16611,9.32670,0.83940
demo,CATNAT,2,ZDDEF2C3-ZINCFBCC-ZVOLFDCD,14.86644,13.63894,1.22750
demo,CATNAT,2,ZDDEF2C3-ZINCFBCC-ZVOLFCCC,13.61587,12.49163,1.12425
demo,CATNAT,2,ZDDEF2C3-ZINCFBCC-ZVOLFBCB,11.84050,10.86284,0.97766
demo,CATNAT,2,ZDDEF2C3-ZINCFBCC-ZVOLFACA,10.62803,9.75049,0.87754
demo,CATNAT,2,ZDDEF2C3-ZINCFBCB-ZVOLFDCD,14.80227,13.58006,1.22221
demo,CATNAT,2,ZDDEF2C3-ZINCFBCB-ZVOLFCCC,13.55169,12.43275,1.11895
demo,CATNAT,2,ZDDEF2C3-ZINCFBCB-ZVOLFBCB,11.77632,10.80397,0.97236
demo,CATNAT,2,ZDDEF2C3-ZINCFBCB-ZVOLFACA,10.56385,9.69161,0.87224
demo,CATNAT,2,ZDDEF2C3-ZINCFBCA-ZVOLFDCD,14.56953,13.36654,1.20299
demo,CATNAT,2,ZDDEF2C3-ZINCFBCA-ZVOLFCCC,13.31896,12.21923,1.09973
demo,CATNAT,2,ZDDEF2C3-ZINCFBCA-ZVOLFBCB,11.54359,10.59045,0.95314
demo,CATNAT,2,ZDDEF2C3-ZINCFBCA-ZVOLFACA,10.33112,9.47809,0.85303
demo,CATNAT,2,ZDDEF2C3-ZINCFACC-ZVOLFDCD,15.22550,13.96834,1.25715
demo,CATNAT,2,ZDDEF2C3-ZINCFACC-ZVOLFCCC,13.97492,12.82103,1.15389
demo,CATNAT,2,ZDDEF2C3-ZINCFACC-ZVOLFBCB,12.19955,11.19225,1.00730
demo,CATNAT,2,ZDDEF2C3-ZINCFACC-ZVOLFACA,10.98708,10.07989,0.90719
demo,CATNAT,2,ZDDEF2C3-ZINCFACB-ZVOLFDCD,15.15282,13.90167,1.25115
demo,CATNAT,2,ZDDEF2C3-ZINCFACB-ZVOLFCCC,13.90224,12.75435,1.14789
demo,CATNAT,2,ZDDEF2C3-ZINCFACB-ZVOLFBCB,12.12687,11.12557,1.00130
demo,CATNAT,2,ZDDEF2C3-ZINCFACB-ZVOLFACA,10.91440,10.01321,0.90119
demo,CATNAT,2,ZDDEF2C3-ZINCFACA-ZVOLFDCD,14.88925,13.65986,1.22939
demo,CATNAT,2,ZDDEF2C3-ZINCFACA-ZVOLFCCC,13.63868,12.51255,1.12613
demo,CATNAT,2,ZDDEF2C3-ZINCFACA-ZVOLFBCB,11.86331,10.88377,0.97954
demo,CATNAT,2,ZDDEF2C3-ZINCFACA-ZVOLFACA,10.65084,9.77141,0.87943
demo,CATNAT,2,ZDDEF2C2-ZINCFBCC-ZVOLFDCD,14.41379,13.22366,1.19013
demo,CATNAT,2,ZDDEF2C2-ZINCFBCC-ZVOLFCCC,13.16322,12.07634,1.08687
demo,CATNAT,2,ZDDEF2C2-ZINCFBCC-ZVOLFBCB,11.38784,10.44756,0.94028
demo,CATNAT,2,ZDDEF2C2-ZINCFBCC-ZVOLFACA,10.17537,9.33521,0.84017
demo,CATNAT,2,ZDDEF2C2-ZINCFBCB-ZVOLFDCD,14.34961,13.16478,1.18483
demo,CATNAT,2,ZDDEF2C2-ZINCFBCB-ZVOLFCCC,13.09904,12.01746,1.08157
demo,CATNAT,2,ZDDEF2C2-ZINCFBCB-ZVOLFBCB,11.32367,10.38868,0.93498
demo,CATNAT,2,ZDDEF2C2-ZINCFBCB-ZVOLFACA,10.11120,9.27633,0.83487
demo,CATNAT,2,ZDDEF2C2-ZINCFBCA-ZVOLFDCD,14.11688,12.95126,1.16561
demo,CATNAT,2,ZDDEF2C2-ZINCFBCA-ZVOLFCCC,12.86630,11.80395,1.06236
demo,CATNAT,2,ZDDEF2C2-ZINCFBCA-ZVOLFBCB,11.09093,10.17517,0.91577
demo,CATNAT,2,ZDDEF2C2-ZINCFBCA-ZVOLFACA,9.87846,9.06281,0.81565
demo,CATNAT,2,ZDDEF2C2-ZINCFACC-ZVOLFDCD,14.77284,13.55306,1.21978
demo,CATNAT,2,ZDDEF2C2-ZINCFACC-ZVOLFCCC,13.52227,12.40575,1.11652
demo,CATNAT,2,ZDDEF2C2-ZINCFACC-ZVOLFBCB,11.74690,10.77697,0.96993
demo,CATNAT,2,ZDDEF2C2-ZINCFACC-ZVOLFACA,10.53442,9.66461,0.86981
demo,CATNAT,2,ZDDEF2C2-ZINCFACB-ZVOLFDCD,14.70016,13.48638,1.21377
demo,CATNAT,2,ZDDEF2C2-ZINCFACB-ZVOLFCCC,13.44959,12.33907,1.11052
demo,CATNAT,2,ZDDEF2C2-ZINCFACB-ZVOLFBCB,11.67422,10.71029,0.96393
demo,CATNAT,2,ZDDEF2C2-ZINCFACB-ZVOLFACA,10.46174,9.59793,0.86381
demo,CATNAT,2,ZDDEF2C2-ZINCFACA-ZVOLFDCD,14.43660,13.24458,1.19201
demo,CATNAT,2,ZDDEF2C2-ZINCFACA-ZVOLFCCC,13.18602,12.09727,1.08875
demo,CATNAT,2,ZDDEF2C2-ZINCFACA-ZVOLFBCB,11.41065,10.46849,0.94216
demo,CATNAT,2,ZDDEF2C2-ZINCFACA-ZVOLFACA,10.19818,9.35613,0.84205
demo,CATNAT,2,ZDDEF2C1-ZINCFBCC-ZVOLFDCD,13.83276,12.69061,1.14215
demo,CATNAT,2,ZDDEF2C1-ZINCFBCC-ZVOLFCCC,12.58219,11.54330,1.03890
demo,CATNAT,2,ZDDEF2C1-ZINCFBCC-ZVOLFBCB,10.80682,9.91452,0.89231
demo,CATNAT,2,ZDDEF2C1-ZINCFBCC-ZVOLFACA,9.59435,8.80216,0.79219
demo,CATNAT,2,ZDDEF2C1-ZINCFBCB-ZVOLFDCD,13.76859,12.63173,1.13686
demo,CATNAT,2,ZDDEF2C1-ZINCFBCB-ZVOLFCCC,12.51801,11.48442,1.03360
demo,CATNAT,2,ZDDEF2C1-ZINCFBCB-ZVOLFBCB,10.74264,9.85564,0.88701
demo,CATNAT,2,ZDDEF2C1-ZINCFBCB-ZVOLFACA,9.53017,8.74328,0.78689
demo,CATNAT,2,ZDDEF2C1-ZINCFBCA-ZVOLFDCD,13.53585,12.41821,1.11764
demo,CATNAT,2,ZDDEF2C1-ZINCFBCA-ZVOLFCCC,12.28528,11.27090,1.01438
demo,CATNAT,2,ZDDEF2C1-ZINCFBCA-ZVOLFBCB,10.50991,9.64212,0.86779
demo,CATNAT,2,ZDDEF2C1-ZINCFBCA-ZVOLFACA,9.29744,8.52976,0.76768
demo,CATNAT,2,ZDDEF2C1-ZINCFACC-ZVOLFDCD,14.19182,13.02001,1.17180
demo,CATNAT,2,ZDDEF2C1-ZINCFACC-ZVOLFCCC,12.94124,11.87270,1.06854
demo,CATNAT,2,ZDDEF2C1-ZINCFACC-ZVOLFBCB,11.16587,10.24392,0.92195
demo,CATNAT,2,ZDDEF2C1-ZINCFACC-ZVOLFACA,9.95340,9.13156,0.82184
demo,CATNAT,2,ZDDEF2C1-ZINCFACB-ZVOLFDCD,14.11914,12.95334,1.16580
demo,CATNAT,2,ZDDEF2C1-ZINCFACB-ZVOLFCCC,12.86856,11.80602,1.06254
demo,CATNAT,2,ZDDEF2C1-ZINCFACB-ZVOLFBCB,11.09319,10.17724,0.91595
demo,CATNAT,2,ZDDEF2C1-ZINCFACB-ZVOLFACA,9.88072,9.06488,0.81584
demo,CATNAT,2,ZDDEF2C1-ZINCFACA-ZVOLFDCD,13.85557,12.71154,1.14404
demo,CATNAT,2,ZDDEF2C1-ZINCFACA-ZVOLFCCC,12.60500,11.56422,1.04078
demo,CATNAT,2,ZDDEF2C1-ZINCFACA-ZVOLFBCB,10.82963,9.93544,0.89419
demo,CATNAT,2,ZDDEF2C1-ZINCFACA-ZVOLFACA,9.61716,8.82308,0.79408
demo,CATNAT,2,ZDDEF1C3-ZINCFBCC-ZVOLFDCD,13.79105,12.65234,1.13871
demo,CATNAT,2,ZDDEF1C3-ZINCFBCC-ZVOLFCCC,12.54047,11.50502,1.03545
demo,CATNAT,2,ZDDEF1C3-ZINCFBCC-ZVOLFBCB,10.76510,9.87624,0.88886
demo,CATNAT,2,ZDDEF1C3-ZINCFBCC-ZVOLFACA,9.55263,8.76388,0.78875
demo,CATNAT,2,ZDDEF1C3-ZINCFBCB-ZVOLFDCD,13.72687,12.59346,1.13341
demo,CATNAT,2,ZDDEF1C3-ZINCFBCB-ZVOLFCCC,12.47629,11.44614,1.03015
demo,CATNAT,2,ZDDEF1C3-ZINCFBCB-ZVOLFBCB,10.70092,9.81736,0.88356
demo,CATNAT,2,ZDDEF1C3-ZINCFBCB-ZVOLFACA,9.48845,8.70500,0.78345
demo,CATNAT,2,ZDDEF1C3-ZINCFBCA-ZVOLFDCD,13.49413,12.37994,1.11419
demo,CATNAT,2,ZDDEF1C3-ZINCFBCA-ZVOLFCCC,12.24356,11.23262,1.01094
demo,CATNAT,2,ZDDEF1C3-ZINCFBCA-ZVOLFBCB,10.46819,9.60384,0.86435
demo,CATNAT,2,ZDDEF1C3-ZINCFBCA-ZVOLFACA,9.25572,8.49149,0.76423
demo,CATNAT,2,ZDDEF1C3-ZINCFACC-ZVOLFDCD,14.15010,12.98174,1.16836
demo,CATNAT,2,ZDDEF1C3-ZINCFACC-ZVOLFCCC,12.89952,11.83443,1.06510
demo,CATNAT,2,ZDDEF1C3-ZINCFACC-ZVOLFBCB,11.12415,10.20565,0.91851
demo,CATNAT,2,ZDDEF1C3-ZINCFACC-ZVOLFACA,9.91168,9.09329,0.81840
demo,CATNAT,2,ZDDEF1C3-ZINCFACB-ZVOLFDCD,14.07742,12.91506,1.16236
demo,CATNAT,2,ZDDEF1C3-ZINCFACB-ZVOLFCCC,12.82684,11.76775,1.05910
demo,CATNAT,2,ZDDEF1C3-ZINCFACB-ZVOLFBCB,11.05147,10.13897,0.91251
demo,CATNAT,2,ZDDEF1C3-ZINCFACB-ZVOLFACA,9.83900,9.02661,0.81239
demo,CATNAT,2,ZDDEF1C3-ZINCFACA-ZVOLFDCD,13.81385,12.67326,1.14059
demo,CATNAT,2,ZDDEF1C3-ZINCFACA-ZVOLFCCC,12.56328,11.52595,1.03734
demo,CATNAT,2,ZDDEF1C3-ZINCFACA-ZVOLFBCB,10.78791,9.89717,0.89074
demo,CATNAT,2,ZDDEF1C3-ZINCFACA-ZVOLFACA,9.57544,8.78481,0.79063
demo,CATNAT,2,ZDDEF1C2-ZINCFBCC-ZVOLFDCD,13.41994,12.31187,1.10807
demo,CATNAT,2,ZDDEF1C2-ZINCFBCC-ZVOLFCCC,12.16937,11.16456,1.00481
demo,CATNAT,2,ZDDEF1C2-ZINCFBCC-ZVOLFBCB,10.39400,9.53578,0.85822
demo,CATNAT,2,ZDDEF1C2-ZINCFBCC-ZVOLFACA,9.18153,8.42342,0.75811
demo,CATNAT,2,ZDDEF1C2-ZINCFBCB-ZVOLFDCD,13.35576,12.25299,1.10277
demo,CATNAT,2,ZDDEF1C2-ZINCFBCB-ZVOLFCCC,12.10519,11.10568,0.99951
demo,CATNAT,2,ZDDEF1C2-ZINCFBCB-ZVOLFBCB,10.32982,9.47690,0.85292
demo,CATNAT,2,ZDDEF1C2-ZINCFBCB-ZVOLFACA,9.11735,8.36454,0.75281
demo,CATNAT,2,ZDDEF1C2-ZINCFBCA-ZVOLFDCD,13.12303,12.03948,1.08355
demo,CATNAT,2,ZDDEF1C2-ZINCFBCA-ZVOLFCCC,11.87245,10.89216,0.98029
demo,CATNAT,2,ZDDEF1C2-ZINCFBCA-ZVOLFBCB,10.09708,9.26338,0.83370
demo,CATNAT,2,ZDDEF1C2-ZINCFBCA-ZVOLFACA,8.88461,8.15102,0.73359
demo,CATNAT,2,ZDDEF1C2-ZINCFACC-ZVOLFDCD,13.77899,12.64128,1.13771
demo,CATNAT,2,ZDDEF1C2-ZINCFACC-ZVOLFCCC,12.52842,11.49396,1.03446
demo,CATNAT,2,ZDDEF1C2-ZINCFACC-ZVOLFBCB,10.75305,9.86518,0.88787
demo,CATNAT,2,ZDDEF1C2-ZINCFACC-ZVOLFACA,9.54058,8.75282,0.78775
demo,CATNAT,2,ZDDEF1C2-ZINCFACB-ZVOLFDCD,13.70631,12.57460,1.13171
demo,CATNAT,2,ZDDEF1C2-ZINCFACB-ZVOLFCCC,12.45574,11.42728,1.02846
demo,CATNAT,2,ZDDEF1C2-ZINCFACB-ZVOLFBCB,10.68037,9.79850,0.88187
demo,CATNAT,2,ZDDEF1C2-ZINCFACB-ZVOLFACA,9.46790,8.68614,0.78175
demo,CATNAT,2,ZDDEF1C2-ZINCFACA-ZVOLFDCD,13.44275,12.33280,1.10995
demo,CATNAT,2,ZDDEF1C2-ZINCFACA-ZVOLFCCC,12.19218,11.18548,1.00669
demo,CATNAT,2,ZDDEF1C2-ZINCFACA-ZVOLFBCB,10.41680,9.55670,0.86010
demo,CATNAT,2,ZDDEF1C2-ZINCFACA-ZVOLFACA,9.20433,8.44434,0.75999
demo,CATNAT,2,ZDDEF1C1-ZINCFBCC-ZVOLFDCD,12.94359,11.87486,1.06874
demo,CATNAT,2,ZDDEF1C1-ZINCFBCC-ZVOLFCCC,11.69302,10.72754,0.96548
demo,CATNAT,2,ZDDEF1C1-ZINCFBCC-ZVOLFBCB,9.91765,9.09876,0.81889
demo,CATNAT,2,ZDDEF1C1-ZINCFBCC-ZVOLFACA,8.70518,7.98640,0.71878
demo,CATNAT,2,ZDDEF1C1-ZINCFBCB-ZVOLFDCD,12.87941,11.81598,1.06344
demo,CATNAT,2,ZDDEF1C1-ZINCFBCB-ZVOLFCCC,11.62884,10.66866,0.96018
demo,CATNAT,2,ZDDEF1C1-ZINCFBCB-ZVOLFBCB,9.85347,9.03988,0.81359
demo,CATNAT,2,ZDDEF1C1-ZINCFBCB-ZVOLFACA,8.64100,7.92752,0.71348
demo,CATNAT,2,ZDDEF1C1-ZINCFBCA-ZVOLFDCD,12.64668,11.60246,1.04422
demo,CATNAT,2,ZDDEF1C1-ZINCFBCA-ZVOLFCCC,11.39611,10.45514,0.94096
demo,CATNAT,2,ZDDEF1C1-ZINCFBCA-ZVOLFBCB,9.62074,8.82636,0.79437
demo,CATNAT,2,ZDDEF1C1-ZINCFBCA-ZVOLFACA,8.40827,7.71401,0.69426
